date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:05:43	5850/5850	---M-Z	200	added ('OK')	application/javascript	etag:W/%2298022bb9708b97ca1b1d7df911a04c90%22	https://static.parastorage.com/services/form-app/1.2239.0/client-viewer/1642.chunk.min.js	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.parastorage.com/services/form-app/1.2239.0/client-viewer/1642.chunk.min.js	(from https://www.kirpaproperties.com/)
14:05:44	38550/38550	---M-Z	200	added ('OK')	application/javascript	etag:W/%22db6e00ec3e8c7d0b1b976f54d16131d4%22	https://static.parastorage.com/services/form-app/1.2239.0/client-viewer/7197.chunk.min.js	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.parastorage.com/services/form-app/1.2239.0/client-viewer/7197.chunk.min.js	(from https://www.kirpaproperties.com/)
14:05:44	11310/11310	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a879dd4453fd495b76476981bd70c85e%22	https://static.parastorage.com/services/form-app/1.2239.0/client-viewer/6498.chunk.min.js	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.parastorage.com/services/form-app/1.2239.0/client-viewer/6498.chunk.min.js	(from https://www.kirpaproperties.com/)
14:05:44	126381/126381	---M-Z	200	added ('OK')	application/javascript	etag:W/%2278cc29a94aef078b25f0a98ef915672d%22	https://static.parastorage.com/services/form-app/1.2239.0/client-viewer/7384.chunk.min.js	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.parastorage.com/services/form-app/1.2239.0/client-viewer/7384.chunk.min.js	(from https://www.kirpaproperties.com/)
14:05:45	21963/21963	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bb64a014465964987f32c91e936fd014%22	https://static.parastorage.com/services/form-app/1.2239.0/client-viewer/6927.chunk.min.js	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.parastorage.com/services/form-app/1.2239.0/client-viewer/6927.chunk.min.js	(from https://www.kirpaproperties.com/)
14:05:45	12543/12543	---M-Z	200	added ('OK')	application/javascript	etag:W/%22dea2f5fa55b3ad7da70786ce709e8702%22	https://static.parastorage.com/services/form-app/1.2239.0/client-viewer/form-app-contacts-phone.chunk.min.js	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.parastorage.com/services/form-app/1.2239.0/client-viewer/form-app-contacts-phone.chunk.min.js	(from https://www.kirpaproperties.com/)
14:05:45	10213/10213	---M-Z	200	added ('OK')	application/javascript	etag:W/%22118343ef54ab183c21ad716af6cf904e%22	https://static.parastorage.com/services/form-app/1.2239.0/client-viewer/form-app-text-area.chunk.min.js	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.parastorage.com/services/form-app/1.2239.0/client-viewer/form-app-text-area.chunk.min.js	(from https://www.kirpaproperties.com/)
14:05:46	943/943	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Dec%202025%2009:05:45%20GMT	https://static.wixstatic.com/media/81af6121f84c41a5b4391d7d37fce12a.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/81af6121f84c41a5b4391d7d37fce12a.png	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/81af6121f84c41a5b4391d7d37fce12a.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/81af6121f84c41a5b4391d7d37fce12a.png	(from https://www.kirpaproperties.com/)
14:05:46	915/915	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Dec%202025%2009:05:45%20GMT	https://static.wixstatic.com/media/203dcdc2ac8b48de89313f90d2a4cda1.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/203dcdc2ac8b48de89313f90d2a4cda1.png	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/203dcdc2ac8b48de89313f90d2a4cda1.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/203dcdc2ac8b48de89313f90d2a4cda1.png	(from https://www.kirpaproperties.com/)
14:05:47	972/972	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Dec%202025%2009:05:45%20GMT	https://static.wixstatic.com/media/11062b_3a1a34a22c10436caac05a4e0f6a876e~mv2.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_3a1a34a22c10436caac05a4e0f6a876e~mv2.png	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/11062b_3a1a34a22c10436caac05a4e0f6a876e_mv2.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif/11062b_3a1a34a22c10436caac05a4e0f6a876e_mv2.png	(from https://www.kirpaproperties.com/)
14:05:47	804/804	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Dec%202025%2009:05:46%20GMT	https://static.wixstatic.com/media/23fd2a2be53141ed810f4d3dcdcd01fa.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/23fd2a2be53141ed810f4d3dcdcd01fa.png	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/23fd2a2be53141ed810f4d3dcdcd01fa.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/23fd2a2be53141ed810f4d3dcdcd01fa.png	(from https://www.kirpaproperties.com/)
14:05:48	3067/3067	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Dec%202025%2009:05:47%20GMT	https://static.wixstatic.com/media/e27d97_579c0edb847f4c10b9bb2df1e3cb6da5~mv2.jpg/v1/fill/w_147,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/e27d97_579c0edb847f4c10b9bb2df1e3cb6da5~mv2.jpg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/e27d97_579c0edb847f4c10b9bb2df1e3cb6da5_mv2.jpg/v1/fill/w_147,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/e27d97_579c0edb847f4c10b9bb2df1e3cb6da5_mv2.jpg	(from https://www.kirpaproperties.com/)
14:05:49	2208/2208	---MCZ	400	error ('Bad%20Request')	text/html	date:Thu,%2025%20Dec%202025%2009:05:47%20GMT	https://www.kirpaproperties.com/11062b_b916a6f51258470a8d666014baa98815.svg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/www.kirpaproperties.com/11062b_b916a6f51258470a8d666014baa98815.14.delayed	(from https://www.kirpaproperties.com/)
14:05:51	2208/2208	---MCZ	400	error ('Bad%20Request')	text/html	date:Thu,%2025%20Dec%202025%2009:05:49%20GMT	https://www.kirpaproperties.com/11062b_a482b2593da84dfb950e2b0ef65714d8.svg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/www.kirpaproperties.com/11062b_a482b2593da84dfb950e2b0ef65714d8.15.delayed	(from https://www.kirpaproperties.com/)
14:05:52	2208/2208	---MCZ	400	error ('Bad%20Request')	text/html	date:Thu,%2025%20Dec%202025%2009:05:50%20GMT	https://www.kirpaproperties.com/11062b_9881c0144c754f52a35deb153ace7c8e.svg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/www.kirpaproperties.com/11062b_9881c0144c754f52a35deb153ace7c8e.16.delayed	(from https://www.kirpaproperties.com/)
14:05:54	2208/2208	---MCZ	400	error ('Bad%20Request')	text/html	date:Thu,%2025%20Dec%202025%2009:05:52%20GMT	https://www.kirpaproperties.com/11062b_aa668fbaaedb496e8e5a988e51bbd60d.svg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/www.kirpaproperties.com/11062b_aa668fbaaedb496e8e5a988e51bbd60d.17.delayed	(from https://www.kirpaproperties.com/)
14:05:54	362/362	---M--	200	added ('OK')	image/png	etag:%224d7d244677b52cb5d96f4564de4ff9df%22	https://static.parastorage.com/services/linguist-flags/1.961.0/assets/flags/square/ARE.png	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.parastorage.com/services/linguist-flags/1.961.0/assets/flags/square/ARE.png	(from https://www.kirpaproperties.com/)
14:05:55	2208/2208	---MCZ	400	error ('Bad%20Request')	text/html	date:Thu,%2025%20Dec%202025%2009:05:53%20GMT	https://www.kirpaproperties.com/e27d97_aea6c873ca984fa8b384cd9263293793.svg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/www.kirpaproperties.com/e27d97_aea6c873ca984fa8b384cd9263293793.19.delayed	(from https://www.kirpaproperties.com/)
14:05:57	2208/2208	---MCZ	400	error ('Bad%20Request')	text/html	date:Thu,%2025%20Dec%202025%2009:05:55%20GMT	https://www.kirpaproperties.com/e27d97_47321c85dd8d4cbd8d8086d4c319700e.svg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/www.kirpaproperties.com/e27d97_47321c85dd8d4cbd8d8086d4c319700e.1a.delayed	(from https://www.kirpaproperties.com/)
14:05:58	2208/2208	---MCZ	400	error ('Bad%20Request')	text/html	date:Thu,%2025%20Dec%202025%2009:05:56%20GMT	https://www.kirpaproperties.com/e27d97_c78d36b77e8a4e7291acbe9856e00169.svg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/www.kirpaproperties.com/e27d97_c78d36b77e8a4e7291acbe9856e00169.1b.delayed	(from https://www.kirpaproperties.com/)
14:05:59	2208/2208	---MCZ	400	error ('Bad%20Request')	text/html	date:Thu,%2025%20Dec%202025%2009:05:58%20GMT	https://www.kirpaproperties.com/e27d97_03baee88e39d4e919ae86167f36bacd0.svg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/www.kirpaproperties.com/e27d97_03baee88e39d4e919ae86167f36bacd0.1c.delayed	(from https://www.kirpaproperties.com/)
14:06:00	33320/33320	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Dec%202025%2009:05:59%20GMT	https://static.wixstatic.com/media/e27d97_5604497372c94a9b89491ca8519b021df002.jpg/v1/fill/w_372,h_585,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/e27d97_5604497372c94a9b89491ca8519b021df002.jpg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/e27d97_5604497372c94a9b89491ca8519b021df002.jpg/v1/fill/w_372,h_585,al_c,q_80,usm_0.66_1.00_0.01,enc_av/e27d97_5604497372c94a9b89491ca8519b021df002.jpg	(from https://www.kirpaproperties.com/)
14:06:01	3127/3127	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Dec%202025%2009:06:00%20GMT	https://static.wixstatic.com/media/e27d97_9d42e5ae246f4b1a8aaa3e540880398bf000.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/e27d97_9d42e5ae246f4b1a8aaa3e540880398bf000.jpg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/e27d97_9d42e5ae246f4b1a8aaa3e540880398bf000.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/e27d97_9d42e5ae246f4b1a8aaa3e540880398bf000.jpg	(from https://www.kirpaproperties.com/)
14:06:02	17655/17655	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Dec%202025%2009:06:00%20GMT	https://static.wixstatic.com/media/a25ca6_b24a81fe7ff34b4abc43b164fb115100~mv2.jpg/v1/crop/x_391,y_0,w_4367,h_3432/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1184.jpg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/a25ca6_b24a81fe7ff34b4abc43b164fb115100_mv2.jpg/v1/crop/x_391,y_0,w_4367,h_3432/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1184.jpg	(from https://www.kirpaproperties.com/)
14:06:02	2093/2093	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Dec%202025%2009:06:01%20GMT	https://static.wixstatic.com/media/11062b_55e4be1e75564866b6c28290f9a9d271~mv2.png/v1/fill/w_22,h_22,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_55e4be1e75564866b6c28290f9a9d271~mv2.png	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/11062b_55e4be1e75564866b6c28290f9a9d271_mv2.png/v1/fill/w_22,h_22,al_c,q_85,usm_0.66_1.00_0.01,enc_avif/11062b_55e4be1e75564866b6c28290f9a9d271_mv2.png	(from https://www.kirpaproperties.com/)
14:06:03	980/980	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Dec%202025%2009:06:01%20GMT	https://static.wixstatic.com/media/11062b_8dcadfa428954b1d919f8499f75aa27a~mv2.png/v1/fill/w_22,h_22,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_8dcadfa428954b1d919f8499f75aa27a~mv2.png	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/11062b_8dcadfa428954b1d919f8499f75aa27a_mv2.png/v1/fill/w_22,h_22,al_c,q_85,usm_0.66_1.00_0.01,enc_avif/11062b_8dcadfa428954b1d919f8499f75aa27a_mv2.png	(from https://www.kirpaproperties.com/)
14:06:03	1586/1586	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Dec%202025%2009:06:02%20GMT	https://static.wixstatic.com/media/11062b_69d309d6dbde492fae325fb0deca6556~mv2.png/v1/fill/w_22,h_22,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_69d309d6dbde492fae325fb0deca6556~mv2.png	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/11062b_69d309d6dbde492fae325fb0deca6556_mv2.png/v1/fill/w_22,h_22,al_c,q_85,usm_0.66_1.00_0.01,enc_avif/11062b_69d309d6dbde492fae325fb0deca6556_mv2.png	(from https://www.kirpaproperties.com/)
14:06:04	1434/1434	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Dec%202025%2009:06:02%20GMT	https://static.wixstatic.com/media/11062b_2381e8a6e7444f4f902e7b649aa3f0ac~mv2.png/v1/fill/w_22,h_22,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_2381e8a6e7444f4f902e7b649aa3f0ac~mv2.png	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/11062b_2381e8a6e7444f4f902e7b649aa3f0ac_mv2.png/v1/fill/w_22,h_22,al_c,q_85,usm_0.66_1.00_0.01,enc_avif/11062b_2381e8a6e7444f4f902e7b649aa3f0ac_mv2.png	(from https://www.kirpaproperties.com/)
14:06:04	12490/12490	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Dec%202025%2009:06:03%20GMT	https://static.wixstatic.com/media/a25ca6_8b5572124e7e4ebb9ec1f5e653d9b9e9~mv2.jpg/v1/crop/x_393,y_0,w_4395,h_3454/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1227.jpg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/a25ca6_8b5572124e7e4ebb9ec1f5e653d9b9e9_mv2.jpg/v1/crop/x_393,y_0,w_4395,h_3454/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1227.jpg	(from https://www.kirpaproperties.com/)
14:06:05	16763/16763	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Dec%202025%2009:06:03%20GMT	https://static.wixstatic.com/media/a25ca6_acd26933992d48c9a637b99b94c11e2b~mv2.jpg/v1/crop/x_366,y_0,w_4086,h_3211/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1631.jpg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/a25ca6_acd26933992d48c9a637b99b94c11e2b_mv2.jpg/v1/crop/x_366,y_0,w_4086,h_3211/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1631.jpg	(from https://www.kirpaproperties.com/)
14:06:05	16749/16749	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Dec%202025%2009:06:04%20GMT	https://static.wixstatic.com/media/a25ca6_e044fcfb9f09447f92cdc5bfc804e765~mv2.jpg/v1/crop/x_380,y_0,w_4246,h_3337/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1410.jpg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/a25ca6_e044fcfb9f09447f92cdc5bfc804e765_mv2.jpg/v1/crop/x_380,y_0,w_4246,h_3337/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1410.jpg	(from https://www.kirpaproperties.com/)
14:06:06	14801/14801	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Dec%202025%2009:06:05%20GMT	https://static.wixstatic.com/media/a25ca6_51829f2283ae48c9b80dc41ed37cb2ef~mv2.jpg/v1/crop/x_371,y_0,w_4145,h_3258/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1399.jpg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/a25ca6_51829f2283ae48c9b80dc41ed37cb2ef_mv2.jpg/v1/crop/x_371,y_0,w_4145,h_3258/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1399.jpg	(from https://www.kirpaproperties.com/)
14:06:06	14574/14574	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Dec%202025%2009:06:05%20GMT	https://static.wixstatic.com/media/a25ca6_02e95ff12f504b22b4817207a155c088~mv2.jpg/v1/crop/x_391,y_0,w_4371,h_3435/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1460.jpg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/a25ca6_02e95ff12f504b22b4817207a155c088_mv2.jpg/v1/crop/x_391,y_0,w_4371,h_3435/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1460.jpg	(from https://www.kirpaproperties.com/)
14:06:07	16570/16570	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Dec%202025%2009:06:06%20GMT	https://static.wixstatic.com/media/a25ca6_49cb2a3dad374122a8a61997aeb4e1cb~mv2.jpg/v1/crop/x_373,y_0,w_4167,h_3275/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1549.jpg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/a25ca6_49cb2a3dad374122a8a61997aeb4e1cb_mv2.jpg/v1/crop/x_373,y_0,w_4167,h_3275/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1549.jpg	(from https://www.kirpaproperties.com/)
14:06:08	15395/15395	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Dec%202025%2009:06:06%20GMT	https://static.wixstatic.com/media/a25ca6_fa8d83ae2b9f463a98e6aef2a07f23d7~mv2.jpg/v1/crop/x_390,y_0,w_4357,h_3424/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1600.jpg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/a25ca6_fa8d83ae2b9f463a98e6aef2a07f23d7_mv2.jpg/v1/crop/x_390,y_0,w_4357,h_3424/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1600.jpg	(from https://www.kirpaproperties.com/)
14:06:08	14763/14763	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Dec%202025%2009:06:07%20GMT	https://static.wixstatic.com/media/a25ca6_fa6d3bf1d5be4885a85103f0f5ca0c1d~mv2.jpg/v1/crop/x_384,y_0,w_4299,h_3379/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1606.jpg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/a25ca6_fa6d3bf1d5be4885a85103f0f5ca0c1d_mv2.jpg/v1/crop/x_384,y_0,w_4299,h_3379/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1606.jpg	(from https://www.kirpaproperties.com/)
14:06:09	13237/13237	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Dec%202025%2009:06:07%20GMT	https://static.wixstatic.com/media/a25ca6_4f7790f42aa141aab72ee868c338e7de~mv2.jpg/v1/crop/x_379,y_0,w_4242,h_3334/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1433.jpg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/a25ca6_4f7790f42aa141aab72ee868c338e7de_mv2.jpg/v1/crop/x_379,y_0,w_4242,h_3334/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1433.jpg	(from https://www.kirpaproperties.com/)
14:06:10	15140/15140	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Dec%202025%2009:06:08%20GMT	https://static.wixstatic.com/media/a25ca6_e497cc639e61402891971b446fefc379~mv2.jpg/v1/crop/x_373,y_0,w_4168,h_3276/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1315.jpg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/a25ca6_e497cc639e61402891971b446fefc379_mv2.jpg/v1/crop/x_373,y_0,w_4168,h_3276/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1315.jpg	(from https://www.kirpaproperties.com/)
14:06:10	13935/13935	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Dec%202025%2009:06:09%20GMT	https://static.wixstatic.com/media/a25ca6_f1a33720b77b4ce698fd85551b23e31e~mv2.jpg/v1/crop/x_394,y_0,w_4400,h_3458/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1649.jpg	C:/Users/mians/Downloads/Final%20Mysha/final%20mysha/static.wixstatic.com/media/a25ca6_f1a33720b77b4ce698fd85551b23e31e_mv2.jpg/v1/crop/x_394,y_0,w_4400,h_3458/fill/w_355,h_279,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/RAW1649.jpg	(from https://www.kirpaproperties.com/)
